,rmse,Conditions
MAGNet,0.037922149524092674,CY25-1
MAGNet,0.024951301980763674,CY25-1
MAGNet,0.018217791570350528,CY25-1
MAGNet,0.023292175959795713,CY25-1
MAGNet,0.02394130639731884,CY25-1
MAGNet,0.018047177232801914,CY25-1
MAGNet,0.016740285325795412,CY25-1
MAGNet,0.018420336302369833,CY25-1
MAGNet,0.02480537595693022,CY25-1
MAGNet,0.047017455101013184,CY25-1
MAGNet,0.09981925319880247,CY25-1
MAGNet,0.14628266170620918,CY25-1
MAGNet,0.13031098246574402,CY25-1
MAGNet,0.06838413141667843,CY25-1
MAGNet,0.03391707455739379,CY25-1
MAGNet,0.03306477051228285,CY25-1
MAGNet,0.03193177981302142,CY25-1
MAGNet,0.048221588134765625,CY25-1
MAGNet,0.033509873785078526,CY25-1
MAGNet,0.034217487554997206,CY25-1
MAGNet,0.037614986300468445,CY25-1
MAGNet,0.044013692531734705,CY25-1
MAGNet,0.051459429785609245,CY25-1
MAGNet,0.06282639317214489,CY25-1
MAGNet,0.0886145830154419,CY25-1
MAGNet,0.046926737762987614,CY25-05
MAGNet,0.05388371367007494,CY25-05
MAGNet,0.06592846848070621,CY25-05
MAGNet,0.0677027702331543,CY25-05
MAGNet,0.06446902826428413,CY25-05
MAGNet,0.06288414262235165,CY25-05
MAGNet,0.06307023949921131,CY25-05
MAGNet,0.059667881578207016,CY25-05
MAGNet,0.055099843069911,CY25-05
MAGNet,0.05495134089142084,CY25-05
MAGNet,0.05769164953380823,CY25-05
MAGNet,0.0547481793910265,CY25-05
MAGNet,0.051917802542448044,CY25-05
MAGNet,0.04880354832857847,CY25-05
MAGNet,0.048685576766729355,CY25-05
MAGNet,0.05017098132520914,CY25-05
MAGNet,0.04850457329303026,CY25-05
MAGNet,0.04833340458571911,CY25-05
MAGNet,0.04892627242952585,CY25-05
MAGNet,0.04907230660319328,CY25-05
MAGNet,0.04964391514658928,CY25-05
MAGNet,0.05088467989116907,CY25-05
MAGNet,0.05253118276596069,CY25-05
MAGNet,0.05318432115018368,CY25-05
MAGNet,0.05404658894985914,CY25-05
MAGNet,0.05599275603890419,CY25-05
MAGNet,0.05690580792725086,CY25-05
MAGNet,0.05809992924332619,CY25-05
MAGNet,0.05996387638151646,CY25-05
MAGNet,0.06196751166135073,CY25-05
MAGNet,0.06494719907641411,CY25-05
MAGNet,0.06492243148386478,CY25-05
MAGNet,0.06496873963624239,CY25-05
MAGNet,0.06749379448592663,CY25-05
MAGNet,0.06975035183131695,CY25-05
MAGNet,0.07286804728209972,CY25-05
MAGNet,0.07435823231935501,CY25-05
MAGNet,0.07741753570735455,CY25-05
MAGNet,0.08177319541573524,CY25-05
MAGNet,0.08289852365851402,CY25-05
MAGNet,0.08172795362770557,CY25-05
MAGNet,0.0815642885863781,CY25-05
MAGNet,0.08219744265079498,CY25-05
MAGNet,0.08404049091041088,CY25-05
MAGNet,0.08721645176410675,CY25-05
MAGNet,0.08989799208939075,CY25-05
MAGNet,0.09395871497690678,CY25-05
MAGNet,0.09857083670794964,CY25-05
MAGNet,0.09917240776121616,CY25-05
MAGNet,0.10159883461892605,CY25-05
MAGNet,0.0997823141515255,CY25-05
MAGNet,0.10139365494251251,CY25-05
MAGNet,0.10229242406785488,CY25-05
MAGNet,0.10149397887289524,CY25-05
MAGNet,0.10079211741685867,CY25-05
MAGNet,0.0992791410535574,CY25-05
MAGNet,0.10392150841653347,CY25-05
MAGNet,0.10736986435949802,CY25-05
MAGNet,0.10627820529043674,CY25-05
MAGNet,0.10238530486822128,CY25-05
MAGNet,0.10092397034168243,CY25-05
MAGNet,0.10384754650294781,CY25-05
MAGNet,0.10643859766423702,CY25-05
MAGNet,0.10454746522009373,CY25-05
MAGNet,0.1034507155418396,CY25-05
MAGNet,0.09947470761835575,CY25-05
MAGNet,0.09247033856809139,CY25-05
MAGNet,0.08430145867168903,CY25-05
MAGNet,0.08258720487356186,CY25-05
MAGNet,0.07962551154196262,CY25-05
MAGNet,0.08199813216924667,CY25-05
MAGNet,0.0860653780400753,CY25-05
MAGNet,0.08633249625563622,CY25-05
MAGNet,0.08626956678926945,CY25-05
MAGNet,0.08714606799185276,CY25-05
MAGNet,0.09098066948354244,CY25-05
MAGNet,0.08698168396949768,CY25-05
MAGNet,0.09253217652440071,CY25-05
MAGNet,0.0815996415913105,CY25-05
MAGNet,0.104785131290555,CY25-05
MAGNet,0.08216131664812565,CY25-05
MAGNet,0.0753981452435255,CY25-05
MAGNet,0.06681578792631626,CY25-05
MAGNet,0.06823225598782301,CY25-05
MAGNet,0.06510657072067261,CY25-05
MAGNet,0.06051468010991812,CY25-05
MAGNet,0.05629410967230797,CY25-05
MAGNet,0.046309791039675474,CY25-05
MAGNet,0.060510462149977684,CY25-05
MAGNet,0.04741376452147961,CY25-05
MAGNet,0.042085491586476564,CY25-05
MAGNet,0.036473853047937155,CY25-05
MAGNet,0.04312519263476133,CY25-05
MAGNet,0.039442109409719706,CY25-05
MAGNet,0.04492407664656639,CY25-05
MAGNet,0.03853648575022817,CY25-05
MAGNet,0.049718462862074375,CY25-05
MAGNet,0.0376034970395267,CY25-05
MAGNet,0.04106445703655481,CY25-05
MAGNet,0.04119693161919713,CY25-05
MAGNet,0.03213054686784744,CY25-05
MAGNet,0.04093675967305899,CY25-05
MAGNet,0.034217515494674444,CY25-05
MAGNet,0.039272538386285305,CY25-05
MAGNet,0.030675060115754604,CY25-05
MAGNet,0.034296258352696896,CY25-05
MAGNet,0.038906374014914036,CY25-05
MAGNet,0.04104764573276043,CY25-05
MAGNet,0.03497491544112563,CY25-05
MAGNet,0.02393472078256309,CY25-05
MAGNet,0.021219812100753188,CY25-05
MAGNet,0.013988470192998648,CY25-05
MAGNet,0.009575296891853213,CY25-05
MAGNet,0.007671427447348833,CY25-05
MAGNet,0.013212894089519978,CY25-05
MAGNet,0.02495551109313965,CY25-05
MAGNet,0.07144238334149122,CY25-05
MAGNet,0.06513203866779804,CY25-05
MAGNet,0.05915461480617523,CY25-05
MAGNet,0.05079859681427479,CY25-05
MAGNet,0.04730439372360706,CY25-05
MAGNet,0.04647586029022932,CY25-05
MAGNet,0.044998467434197664,CY25-05
MAGNet,0.044553793501108885,CY25-05
MAGNet,0.04356921184808016,CY25-05
MAGNet,0.04332125373184681,CY25-05
MAGNet,0.04279702762141824,CY25-05
MAGNet,0.04249473242089152,CY25-05
MAGNet,0.0423093824647367,CY25-05
MAGNet,0.042809056118130684,CY25-05
MAGNet,0.04251582873985171,CY25-05
MAGNet,0.04197426186874509,CY25-05
MAGNet,0.04197951592504978,CY25-05
MAGNet,0.04176287679001689,CY25-05
MAGNet,0.042462112847715616,CY25-05
MAGNet,0.04173582931980491,CY25-05
MAGNet,0.04103469708934426,CY25-05
MAGNet,0.04128248943015933,CY25-05
MAGNet,0.04146129544824362,CY25-05
MAGNet,0.040572176687419415,CY25-05
MAGNet,0.04112559463828802,CY25-05
MAGNet,0.041191351134330034,CY25-05
MAGNet,0.041326374746859074,CY25-05
MAGNet,0.04104360844939947,CY25-05
MAGNet,0.04066046234220266,CY25-05
MAGNet,0.04213608428835869,CY25-05
MAGNet,0.04215932358056307,CY25-05
MAGNet,0.04275380540639162,CY25-05
MAGNet,0.041415801271796227,CY25-05
MAGNet,0.0428135059773922,CY25-05
MAGNet,0.04409649129956961,CY25-05
MAGNet,0.04512515850365162,CY25-05
MAGNet,0.044479141011834145,CY25-05
MAGNet,0.04156014043837786,CY25-05
MAGNet,0.042918638326227665,CY25-05
MAGNet,0.043911983259022236,CY25-05
MAGNet,0.043101985938847065,CY25-05
MAGNet,0.0448978990316391,CY25-05
MAGNet,0.043628317303955555,CY25-05
MAGNet,0.04228846449404955,CY25-05
MAGNet,0.04122577980160713,CY25-05
MAGNet,0.04090261459350586,CY25-05
MAGNet,0.040866296738386154,CY25-05
MAGNet,0.04032677970826626,CY25-05
MAGNet,0.0405116006731987,CY25-05
MAGNet,0.03781838621944189,CY25-05
MAGNet,0.03796191420406103,CY25-05
MAGNet,0.03424493782222271,CY25-05
MAGNet,0.03471274673938751,CY25-05
MAGNet,0.029935212805867195,CY25-05
MAGNet,0.03091578744351864,CY25-05
MAGNet,0.02897815126925707,CY25-05
MAGNet,0.028530417941510677,CY25-05
MAGNet,0.027350328862667084,CY25-05
MAGNet,0.027582887560129166,CY25-05
MAGNet,0.02749332459643483,CY25-05
MAGNet,0.02702541183680296,CY25-05
MAGNet,0.02765194745734334,CY25-05
MAGNet,0.028717470820993185,CY25-05
MAGNet,0.031149728689342737,CY25-05
MAGNet,0.032168942503631115,CY25-05
MAGNet,0.03273000195622444,CY25-05
MAGNet,0.03184578334912658,CY25-05
MAGNet,0.03254950838163495,CY25-05
MAGNet,0.03213326632976532,CY25-05
MAGNet,0.032434355933219194,CY25-05
MAGNet,0.031242405530065298,CY25-05
MAGNet,0.030806264840066433,CY25-05
MAGNet,0.03312664246186614,CY25-05
MAGNet,0.03097601979970932,CY25-05
MAGNet,0.03334711492061615,CY25-05
MAGNet,0.03349016094580293,CY25-05
MAGNet,0.033921792171895504,CY25-05
MAGNet,0.034236006904393435,CY25-05
MAGNet,0.03340038284659386,CY25-05
MAGNet,0.034307858906686306,CY25-05
MAGNet,0.03358726156875491,CY25-05
MAGNet,0.034408020321279764,CY25-05
MAGNet,0.03381805494427681,CY25-05
MAGNet,0.03454294288530946,CY25-05
MAGNet,0.03427807008847594,CY25-05
MAGNet,0.034598334692418575,CY25-05
MAGNet,0.034128600265830755,CY25-05
MAGNet,0.034134816378355026,CY25-05
MAGNet,0.03620037902146578,CY25-05
MAGNet,0.03672865126281977,CY25-05
MAGNet,0.03504575975239277,CY25-05
MAGNet,0.03505798242986202,CY25-05
MAGNet,0.03563002124428749,CY25-05
MAGNet,0.03697808366268873,CY25-05
MAGNet,0.037127901799976826,CY25-05
MAGNet,0.03790188394486904,CY25-05
MAGNet,0.037603878416121006,CY25-05
MAGNet,0.03794790245592594,CY25-05
MAGNet,0.037804825231432915,CY25-05
MAGNet,0.037319788709282875,CY25-05
MAGNet,0.03678446356207132,CY25-05
MAGNet,0.03685704804956913,CY25-05
MAGNet,0.03636624850332737,CY25-05
MAGNet,0.03368301782757044,CY25-05
MAGNet,0.03335294499993324,CY25-05
MAGNet,0.0326300710439682,CY25-05
MAGNet,0.030453213956207037,CY25-05
MAGNet,0.028293524403125048,CY25-05
MAGNet,0.02532548736780882,CY25-05
MAGNet,0.022570739034563303,CY25-05
MAGNet,0.022984761279076338,CY25-05
MAGNet,0.021974206902086735,CY25-05
MAGNet,0.02183384681120515,CY25-05
MAGNet,0.018506748136132956,CY25-05
MAGNet,0.019329953473061323,CY25-05
MAGNet,0.018458427395671606,CY25-05
MAGNet,0.017755720298737288,CY25-05
MAGNet,0.018592224922031164,CY25-05
MAGNet,0.014665141236037016,CY25-05
MAGNet,0.017133931629359722,CY25-05
MAGNet,0.015431397594511509,CY25-05
MAGNet,0.014737734571099281,CY25-05
MAGNet,0.014245830941945314,CY25-05
MAGNet,0.014534239191561937,CY25-05
MAGNet,0.014198593562468886,CY25-05
MAGNet,0.014210021821781993,CY25-05
MAGNet,0.01443987200036645,CY25-05
MAGNet,0.012470552115701139,CY25-05
MAGNet,0.01274114043917507,CY25-05
MAGNet,0.02419029688462615,CY25-05
MAGNet,0.015899148886092007,CY25-05
MAGNet,0.018587089842185378,CY25-05
MAGNet,0.020351579412817955,CY25-05
MAGNet,0.028989981161430478,CY25-05
MAGNet,0.02053468767553568,CY25-05
MAGNet,0.01154577056877315,CY25-05
MAGNet,0.01907691778615117,CY25-05
MAGNet,0.014400165528059006,CY25-05
MAGNet,0.039301156997680664,CY25-05
MAGNet,0.06710322201251984,CY25-05
MAGNet,0.06233459338545799,CY25-05
MAGNet,0.06219635624438524,CY25-05
MAGNet,0.06321937311440706,CY25-05
MAGNet,0.06410732865333557,CY25-05
MAGNet,0.06854878924787045,CY25-05
MAGNet,0.07220124267041683,CY25-05
MAGNet,0.08152865804731846,CY25-05
MAGNet,0.08384420350193977,CY25-05
MAGNet,0.08507088292390108,CY25-05
MAGNet,0.08830669708549976,CY25-05
MAGNet,0.0852859178557992,CY25-05
MAGNet,0.08517036400735378,CY25-05
MAGNet,0.08371614664793015,CY25-05
MAGNet,0.08198175672441721,CY25-05
MAGNet,0.08078379835933447,CY25-05
MAGNet,0.08125329297035933,CY25-05
MAGNet,0.08207164146006107,CY25-05
MAGNet,0.0811688769608736,CY25-05
MAGNet,0.08040366973727942,CY25-05
MAGNet,0.08138929586857557,CY25-05
MAGNet,0.07917434070259333,CY25-05
MAGNet,0.07955701928585768,CY25-05
MAGNet,0.07794011384248734,CY25-05
MAGNet,0.0772666921839118,CY25-05
MAGNet,0.07611084077507257,CY25-05
MAGNet,0.07490067463368177,CY25-05
MAGNet,0.0745197618380189,CY25-05
MAGNet,0.07255336921662092,CY25-05
MAGNet,0.07329574692994356,CY25-05
MAGNet,0.07311756163835526,CY25-05
MAGNet,0.07371293287724257,CY25-05
MAGNet,0.07268727943301201,CY25-05
MAGNet,0.07414744235575199,CY25-05
MAGNet,0.07686808425933123,CY25-05
MAGNet,0.0763388592749834,CY25-05
MAGNet,0.0734819583594799,CY25-05
MAGNet,0.06926560215651989,CY25-05
MAGNet,0.06904494948685169,CY25-05
MAGNet,0.06753726955503225,CY25-05
MAGNet,0.06829254701733589,CY25-05
MAGNet,0.06688842084258795,CY25-05
MAGNet,0.06630861293524504,CY25-05
MAGNet,0.06607708614319563,CY25-05
MAGNet,0.06469161435961723,CY25-05
MAGNet,0.06510241143405437,CY25-05
MAGNet,0.0621014516800642,CY25-05
MAGNet,0.06094653718173504,CY25-05
MAGNet,0.058689093217253685,CY25-05
MAGNet,0.059163764119148254,CY25-05
MAGNet,0.05603174399584532,CY25-05
MAGNet,0.055934712290763855,CY25-05
MAGNet,0.053725059144198895,CY25-05
MAGNet,0.051112872548401356,CY25-05
MAGNet,0.04876620043069124,CY25-05
MAGNet,0.04808791074901819,CY25-05
MAGNet,0.05015846807509661,CY25-05
MAGNet,0.043849555775523186,CY25-05
MAGNet,0.04049416817724705,CY25-05
MAGNet,0.03873115126043558,CY25-05
MAGNet,0.042896063067018986,CY25-05
MAGNet,0.04224866535514593,CY25-05
MAGNet,0.03909571934491396,CY25-05
MAGNet,0.03444179240614176,CY25-05
MAGNet,0.0334892189130187,CY25-05
MAGNet,0.03300698194652796,CY25-05
MAGNet,0.03738417383283377,CY25-05
MAGNet,0.03365776501595974,CY25-05
MAGNet,0.04144801199436188,CY25-05
MAGNet,0.04643517266958952,CY25-05
MAGNet,0.04674930404871702,CY25-05
MAGNet,0.042332686483860016,CY25-05
MAGNet,0.04366249777376652,CY25-05
MAGNet,0.04568311106413603,CY25-05
MAGNet,0.03763941582292318,CY25-05
MAGNet,0.038892786018550396,CY25-05
MAGNet,0.0335125382989645,CY25-05
MAGNet,0.0339784836396575,CY25-05
MAGNet,0.032721541821956635,CY25-05
MAGNet,0.0339981559664011,CY25-05
MAGNet,0.033590917475521564,CY25-05
MAGNet,0.03484832216054201,CY25-05
MAGNet,0.03511288855224848,CY25-05
MAGNet,0.03372346330434084,CY25-05
MAGNet,0.03540668450295925,CY25-05
MAGNet,0.03487698268145323,CY25-05
MAGNet,0.03443234832957387,CY25-05
MAGNet,0.034199463203549385,CY25-05
MAGNet,0.03519063303247094,CY25-05
MAGNet,0.034913035575300455,CY25-05
MAGNet,0.03394101979210973,CY25-05
MAGNet,0.034257020335644484,CY25-05
MAGNet,0.0335799572058022,CY25-05
MAGNet,0.03458386333659291,CY25-05
MAGNet,0.03332351706922054,CY25-05
MAGNet,0.03400741424411535,CY25-05
MAGNet,0.03415117971599102,CY25-05
MAGNet,0.034132927656173706,CY25-05
MAGNet,0.03317730035632849,CY25-05
MAGNet,0.03248560521751642,CY25-05
MAGNet,0.03291559312492609,CY25-05
MAGNet,0.032684608828276396,CY25-05
MAGNet,0.03283597528934479,CY25-05
MAGNet,0.03174715582281351,CY25-05
MAGNet,0.032949205953627825,CY25-05
MAGNet,0.033087091986089945,CY25-05
MAGNet,0.033947656862437725,CY25-05
MAGNet,0.033843616023659706,CY25-05
MAGNet,0.03291031438857317,CY25-05
MAGNet,0.03392000123858452,CY25-05
MAGNet,0.03495198022574186,CY25-05
MAGNet,0.03496596496552229,CY25-05
MAGNet,0.034294857643544674,CY25-05
MAGNet,0.03528699837625027,CY25-05
MAGNet,0.035729072988033295,CY25-05
MAGNet,0.03486977145075798,CY25-05
MAGNet,0.03458865452557802,CY25-05
MAGNet,0.033830574713647366,CY25-05
MAGNet,0.033651407808065414,CY25-05
MAGNet,0.03348056226968765,CY25-05
MAGNet,0.03524758014827967,CY25-05
MAGNet,0.03323380183428526,CY25-05
MAGNet,0.03357606939971447,CY25-05
MAGNet,0.03372555132955313,CY25-05
MAGNet,0.033440751023590565,CY25-05
MAGNet,0.03069453500211239,CY25-05
MAGNet,0.031418727710843086,CY25-05
MAGNet,0.027695764787495136,CY25-05
MAGNet,0.02639170386828482,CY25-05
MAGNet,0.043876079842448235,CY25-05
MAGNet,0.022275737021118402,CY25-05
MAGNet,0.021756528643891215,CY25-05
MAGNet,0.020180889638140798,CY25-05
MAGNet,0.02870545443147421,CY25-05
MAGNet,0.019292155280709267,CY25-05
MAGNet,0.02991375420242548,CY25-05
MAGNet,0.01748064486309886,CY25-05
MAGNet,0.04873520787805319,CY25-05
MAGNet,0.02373957051895559,CY25-05
MAGNet,0.019965569954365492,CY25-05
MAGNet,0.019846962532028556,CY25-05
MAGNet,0.02560397144407034,CY25-05
MAGNet,0.016771356109529734,CY25-05
MAGNet,0.02515596942976117,CY25-05
MAGNet,0.022575881332159042,CY25-05
MAGNet,0.020354792242869735,CY25-05
MAGNet,0.017595477867871523,CY25-05
MAGNet,0.0147535998839885,CY25-05
MAGNet,0.016307527432218194,CY25-05
MAGNet,0.013366495026275516,CY25-05
MAGNet,0.01004626543726772,CY25-05
MAGNet,0.006792716798372567,CY25-05
MAGNet,0.0054734928999096155,CY25-05
MAGNet,0.004482265328988433,CY25-05
MAGNet,0.003506185137666762,CY25-05
MAGNet,0.012622087728232145,CY25-05
MAGNet,0.013950778637081385,CY25-05
MAGNet,0.022902846336364746,CY25-05
MAGNet,0.05435430817306042,CY25-05
MAGNet,0.05627666786313057,CY25-05
MAGNet,0.058740004897117615,CY25-05
MAGNet,0.058292122557759285,CY25-05
MAGNet,0.05727440118789673,CY25-05
MAGNet,0.060456084087491035,CY25-05
MAGNet,0.061040851287543774,CY25-05
MAGNet,0.0629339050501585,CY25-05
MAGNet,0.067079390399158,CY25-05
MAGNet,0.0652741165831685,CY25-05
MAGNet,0.06923998426645994,CY25-05
MAGNet,0.06705690827220678,CY25-05
MAGNet,0.07073463127017021,CY25-05
MAGNet,0.0703264381736517,CY25-05
MAGNet,0.06721820961683989,CY25-05
MAGNet,0.06854392308741808,CY25-05
MAGNet,0.07017410080879927,CY25-05
MAGNet,0.06841078959405422,CY25-05
MAGNet,0.06854558642953634,CY25-05
MAGNet,0.06747210584580898,CY25-05
MAGNet,0.07069750968366861,CY25-05
MAGNet,0.07810436375439167,CY25-05
MAGNet,0.08264639135450125,CY25-05
MAGNet,0.08337525371462107,CY25-05
MAGNet,0.08398684114217758,CY25-05
MAGNet,0.08425403106957674,CY25-05
MAGNet,0.08569111488759518,CY25-05
MAGNet,0.0827922485768795,CY25-05
MAGNet,0.07907761260867119,CY25-05
MAGNet,0.08035213313996792,CY25-05
MAGNet,0.08039321843534708,CY25-05
MAGNet,0.07918912824243307,CY25-05
MAGNet,0.07852677442133427,CY25-05
MAGNet,0.07952736411243677,CY25-05
MAGNet,0.08102896343916655,CY25-05
MAGNet,0.08121783658862114,CY25-05
MAGNet,0.08047831803560257,CY25-05
MAGNet,0.07740176748484373,CY25-05
MAGNet,0.0769211445003748,CY25-05
MAGNet,0.0750014865770936,CY25-05
MAGNet,0.07365625258535147,CY25-05
MAGNet,0.07333217933773994,CY25-05
MAGNet,0.07152009848505259,CY25-05
MAGNet,0.06815362256020308,CY25-05
MAGNet,0.0677173100411892,CY25-05
MAGNet,0.06522322446107864,CY25-05
MAGNet,0.06336600612848997,CY25-05
MAGNet,0.06190802529454231,CY25-05
MAGNet,0.06118804216384888,CY25-05
MAGNet,0.06148298364132643,CY25-05
MAGNet,0.05735777970403433,CY25-05
MAGNet,0.05759116727858782,CY25-05
MAGNet,0.055670605041086674,CY25-05
MAGNet,0.051192947663366795,CY25-05
MAGNet,0.051334866322577,CY25-05
MAGNet,0.050967251881957054,CY25-05
MAGNet,0.05079822055995464,CY25-05
MAGNet,0.04901518579572439,CY25-05
MAGNet,0.049354429356753826,CY25-05
MAGNet,0.050036659464240074,CY25-05
MAGNet,0.050726328045129776,CY25-05
MAGNet,0.05165214464068413,CY25-05
MAGNet,0.05204024072736502,CY25-05
MAGNet,0.05392540339380503,CY25-05
MAGNet,0.05604247562587261,CY25-05
MAGNet,0.057368108071386814,CY25-05
MAGNet,0.05685458146035671,CY25-05
MAGNet,0.05810254067182541,CY25-05
MAGNet,0.05763817951083183,CY25-05
MAGNet,0.05843927804380655,CY25-05
MAGNet,0.05815978720784187,CY25-05
MAGNet,0.05863415077328682,CY25-05
MAGNet,0.06098421290516853,CY25-05
MAGNet,0.06111392471939325,CY25-05
MAGNet,0.0626225471496582,CY25-05
MAGNet,0.06331792939454317,CY25-05
MAGNet,0.06601669639348984,CY25-05
MAGNet,0.06816410552710295,CY25-05
MAGNet,0.06950941402465105,CY25-05
MAGNet,0.07181230094283819,CY25-05
MAGNet,0.07164406683295965,CY25-05
MAGNet,0.07120570540428162,CY25-05
MAGNet,0.06986339669674635,CY25-05
MAGNet,0.06852076668292284,CY25-05
MAGNet,0.07234683260321617,CY25-05
MAGNet,0.07289785705506802,CY25-05
MAGNet,0.07243929896503687,CY25-05
MAGNet,0.07123509421944618,CY25-05
MAGNet,0.07242591679096222,CY25-05
MAGNet,0.07453274354338646,CY25-05
MAGNet,0.06968867499381304,CY25-05
MAGNet,0.06971351150423288,CY25-05
MAGNet,0.06728677731007338,CY25-05
MAGNet,0.07213389873504639,CY25-05
MAGNet,0.07481253240257502,CY25-05
MAGNet,0.07276313565671444,CY25-05
MAGNet,0.07603324763476849,CY25-05
MAGNet,0.06893249321728945,CY25-05
MAGNet,0.06732171680778265,CY25-05
MAGNet,0.06109496206045151,CY25-05
MAGNet,0.05531454272568226,CY25-05
MAGNet,0.048061076551675797,CY25-05
MAGNet,0.04485602490603924,CY25-05
MAGNet,0.043576424941420555,CY25-05
MAGNet,0.04361577797681093,CY25-05
MAGNet,0.04162490647286177,CY25-05
MAGNet,0.0390429487451911,CY25-05
MAGNet,0.038677457720041275,CY25-05
MAGNet,0.04152086563408375,CY25-05
MAGNet,0.03318847110494971,CY25-05
MAGNet,0.03272031573578715,CY25-05
MAGNet,0.030824154149740934,CY25-05
MAGNet,0.025960344821214676,CY25-05
MAGNet,0.03865349153056741,CY25-05
MAGNet,0.036254714243113995,CY25-05
MAGNet,0.040493827778846025,CY25-05
MAGNet,0.03525477834045887,CY25-05
MAGNet,0.03613530658185482,CY25-05
MAGNet,0.03971261437982321,CY25-05
MAGNet,0.03428792022168636,CY25-05
MAGNet,0.04333478957414627,CY25-05
MAGNet,0.0232258269097656,CY25-05
MAGNet,0.02902959706261754,CY25-05
MAGNet,0.031594077590852976,CY25-05
MAGNet,0.027594903018325567,CY25-05
MAGNet,0.03367183916270733,CY25-05
MAGNet,0.028652485460042953,CY25-05
MAGNet,0.027236622292548418,CY25-05
MAGNet,0.029813123866915703,CY25-05
MAGNet,0.026689841877669096,CY25-05
MAGNet,0.025460981065407395,CY25-05
MAGNet,0.017937853699550033,CY25-05
MAGNet,0.01428851205855608,CY25-05
MAGNet,0.010201579658314586,CY25-05
MAGNet,0.008114877971820533,CY25-05
MAGNet,0.005877303425222635,CY25-05
MAGNet,0.008013930171728134,CY25-05
MAGNet,0.015253665391355753,CY25-05
MAGNet,0.02187526226043701,CY25-05
MAGNet,0.057788245379924774,CY45-05
MAGNet,0.05996033921837807,CY45-05
MAGNet,0.06604510452598333,CY45-05
MAGNet,0.07217202708125114,CY45-05
MAGNet,0.07546500489115715,CY45-05
MAGNet,0.07992655225098133,CY45-05
MAGNet,0.08692336827516556,CY45-05
MAGNet,0.09463325329124928,CY45-05
MAGNet,0.10483085177838802,CY45-05
MAGNet,0.10864792391657829,CY45-05
MAGNet,0.10996287316083908,CY45-05
MAGNet,0.11125836335122585,CY45-05
MAGNet,0.11545110680162907,CY45-05
MAGNet,0.12488190829753876,CY45-05
MAGNet,0.13154478929936886,CY45-05
MAGNet,0.13034876435995102,CY45-05
MAGNet,0.12112674117088318,CY45-05
MAGNet,0.10574660636484623,CY45-05
MAGNet,0.10584980808198452,CY45-05
MAGNet,0.09595619700849056,CY45-05
MAGNet,0.0794347170740366,CY45-05
MAGNet,0.04886562004685402,CY45-05
MAGNet,0.029830847401171923,CY45-05
MAGNet,0.02753040660172701,CY45-05
MAGNet,0.02752624824643135,CY45-05
MAGNet,0.030159063637256622,CY45-05
MAGNet,0.03306412976235151,CY45-05
MAGNet,0.03690381720662117,CY45-05
MAGNet,0.04591931728646159,CY45-05
MAGNet,0.049847583286464214,CY45-05
MAGNet,0.04482618486508727,CY45-05
MAGNet,0.04010231792926788,CY45-05
MAGNet,0.044775428250432014,CY45-05
MAGNet,0.0355519256554544,CY45-05
MAGNet,0.03542939014732838,CY45-05
MAGNet,0.036700097378343344,CY45-05
MAGNet,0.029562704730778933,CY45-05
MAGNet,0.03557147039100528,CY45-05
MAGNet,0.025157009717077017,CY45-05
MAGNet,0.025815981905907393,CY45-05
MAGNet,0.024391059763729572,CY45-05
MAGNet,0.025833968073129654,CY45-05
MAGNet,0.030768319498747587,CY45-05
MAGNet,0.02594746882095933,CY45-05
MAGNet,0.0426450464874506,CY45-05
MAGNet,0.05422130413353443,CY45-05
MAGNet,0.053982981480658054,CY45-05
MAGNet,0.050143081694841385,CY45-05
MAGNet,0.055912178941071033,CY45-05
MAGNet,0.05826355889439583,CY45-05
MAGNet,0.05685747414827347,CY45-05
MAGNet,0.056145913898944855,CY45-05
MAGNet,0.05132173001766205,CY45-05
MAGNet,0.04825998283922672,CY45-05
MAGNet,0.045981538482010365,CY45-05
MAGNet,0.042671180330216885,CY45-05
MAGNet,0.03973602503538132,CY45-05
MAGNet,0.03860110975801945,CY45-05
MAGNet,0.040645135566592216,CY45-05
MAGNet,0.03561876621097326,CY45-05
MAGNet,0.0348725114017725,CY45-05
MAGNet,0.0330242021009326,CY45-05
MAGNet,0.03488271404057741,CY45-05
MAGNet,0.035243759863078594,CY45-05
MAGNet,0.031933935824781656,CY45-05
MAGNet,0.029170531779527664,CY45-05
MAGNet,0.02869723830372095,CY45-05
MAGNet,0.02930093975737691,CY45-05
MAGNet,0.029833358246833086,CY45-05
MAGNet,0.03188870241865516,CY45-05
MAGNet,0.030070077627897263,CY45-05
MAGNet,0.029356959741562605,CY45-05
MAGNet,0.03123045526444912,CY45-05
MAGNet,0.031185961328446865,CY45-05
MAGNet,0.031508684158325195,CY45-05
MAGNet,0.033354430459439754,CY45-05
MAGNet,0.03285512700676918,CY45-05
MAGNet,0.031143153086304665,CY45-05
MAGNet,0.030161380767822266,CY45-05
MAGNet,0.030793228186666965,CY45-05
MAGNet,0.03250593971461058,CY45-05
MAGNet,0.035835327580571175,CY45-05
MAGNet,0.03318021446466446,CY45-05
MAGNet,0.03372819907963276,CY45-05
MAGNet,0.03242288948968053,CY45-05
MAGNet,0.03177929064258933,CY45-05
MAGNet,0.0333633441478014,CY45-05
MAGNet,0.0360912075266242,CY45-05
MAGNet,0.034071206115186214,CY45-05
